"interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issued","credit_checks"
10.41,"verified",17.84,0.2209,0,36,"Feb2018",5
13.59,"source_only",8.69,0.612,0,36,"Jan2018",1
28.72,"verified",18.8,0.4434,1,60,"Mar2018",3
7.35,"not",44.85,0.5929,0,36,"Jan2018",1
10.9,"not",25.74,0.2539,0,36,"Mar2018",1
7.34,"source_only",22.42,0.11,0,60,"Mar2018",0
10.42,"not",23.8,0.6892,0,60,"Jan2018",1
12.62,"not",15.11,0.0725,0,60,"Feb2018",0
9.93,"source_only",25.14,0.8832,0,36,"Jan2018",0
13.58,"source_only",17.87,0.1219,0,36,"Mar2018",1
17.47,"verified",4.67,0.4991,0,60,"Mar2018",4
12.61,"source_only",21.43,0.2757,0,60,"Mar2018",1
9.43,"source_only",16.18,0.3144,0,36,"Mar2018",1
12.62,"not",24.99,0.1837,0,60,"Feb2018",1
9.93,"not",20.09,0.1329,0,36,"Jan2018",0
15.05,"not",10.73,0.0681,1,60,"Feb2018",1
25.81,"verified",33.14,0.9703,0,60,"Mar2018",1
7.34,"not",13.76,0.0985,0,36,"Mar2018",1
10.42,"not",14.73,0.5696,0,60,"Jan2018",3
5.31,"not",28.23,0.1777,0,36,"Mar2018",2
12.62,"verified",15.93,0.0876,0,36,"Jan2018",6
20,"verified",21.05,0.1852,0,60,"Jan2018",1
10.91,"verified",24.3,0.4065,0,36,"Jan2018",8
12.62,"source_only",13.83,0.134,0,36,"Jan2018",3
5.31,"not",8.63,0.1797,0,36,"Mar2018",5
11.98,"verified",30.24,0.338,0,60,"Mar2018",4
7.96,"source_only",27.83,0.6629,0,36,"Mar2018",2
14.07,"source_only",15.82,0.187,0,36,"Feb2018",2
14.08,"source_only",18.77,0.6492,0,36,"Feb2018",4
9.44,"source_only",34.48,0.1981,0,36,"Feb2018",3
13.59,"source_only",13.18,0.0527,0,36,"Feb2018",2
22.91,"verified",26.79,0.1647,0,36,"Feb2018",4
6.08,"not",14.85,0.1987,0,36,"Jan2018",3
6.72,"verified",26.5,0.3847,0,36,"Jan2018",0
16.01,"source_only",12.84,0.1879,0,60,"Feb2018",4
18.06,"not",10.28,0.4548,0,36,"Jan2018",0
14.07,"not",31.2,0.2194,0,36,"Mar2018",2
10.42,"source_only",8.89,0.4158,1,60,"Jan2018",1
5.32,"source_only",15.5,0.1683,0,36,"Jan2018",1
10.41,"not",15.02,0.5569,0,36,"Mar2018",0
11.98,"source_only",14.13,0.1087,0,60,"Mar2018",6
16.02,"source_only",16.46,0.5652,0,60,"Jan2018",0
5.32,"not",7.5,0.0529,0,36,"Feb2018",5
5.31,"verified",20.53,0.1845,0,36,"Mar2018",7
16.01,"source_only",20.82,0.4256,0,36,"Mar2018",0
11.99,"not",11.92,0.7898,0,36,"Jan2018",3
9.92,"not",3.06,0.1202,1,36,"Mar2018",3
11.98,"verified",18.61,0.3596,0,36,"Mar2018",1
11.99,"not",18.11,0.6872,0,60,"Mar2018",0
7.97,"verified",34.11,0.2703,0,60,"Jan2018",1
7.34,"source_only",12.6,1.0428,0,36,"Mar2018",0
6.71,"not",22.46,0.4507,0,36,"Mar2018",1
9.92,"not",12.42,0.2735,0,60,"Feb2018",1
9.92,"not",11.8,0.1424,0,60,"Mar2018",2
9.44,"not",8.22,0.8782,0,60,"Feb2018",8
7.97,"not",11.84,0.0697,1,36,"Feb2018",1
10.91,"not",5.99,0.4248,0,36,"Feb2018",1
10.91,"not",19.42,0.4935,0,36,"Jan2018",1
9.44,"not",9.17,0.4298,1,36,"Jan2018",1
23.87,"verified",28.05,0.3379,0,36,"Mar2018",3
18.45,"source_only",26.21,0.8566,0,36,"Mar2018",3
10.41,"source_only",19.08,0.4307,0,36,"Mar2018",1
19.42,"source_only",22.7,0.2043,1,60,"Mar2018",1
13.58,"verified",34.28,0.5376,0,36,"Mar2018",2
9.92,"source_only",21.01,0.5189,0,36,"Mar2018",1
16.02,"not",16.59,0.7734,0,36,"Feb2018",2
23.88,"verified",25.43,0.1914,0,60,"Feb2018",1
10.91,"source_only",23.78,0.5561,0,36,"Feb2018",0
13.59,"not",6.53,0.5277,0,36,"Jan2018",3
10.9,"source_only",17.79,0.1494,0,60,"Mar2018",1
14.08,"verified",50.34,0.3214,0,36,"Jan2018",2
19.03,"verified",25.65,0.1599,1,60,"Feb2018",2
14.07,"source_only",0.6,0.0122,0,36,"Mar2018",6
10.91,"source_only",11.92,0.5797,0,36,"Feb2018",0
10.91,"source_only",20.28,0.3992,1,36,"Jan2018",0
18.06,"source_only",13.4,0.8633,0,60,"Jan2018",0
9.93,"not",20.11,0.5726,0,36,"Jan2018",1
24.85,"verified",0,0,0,60,"Jan2018",3
10.42,"source_only",8.67,0.123,1,36,"Feb2018",2
11.98,"source_only",20.72,0.1249,1,60,"Feb2018",0
5.32,"source_only",28.34,0.5623,0,36,"Feb2018",0
21.45,"verified",15.91,0.2114,0,60,"Feb2018",1
14.08,"source_only",2,0.0253,0,60,"Feb2018",2
6.72,"not",10.77,0.6586,0,60,"Feb2018",0
15.05,"source_only",20.61,0.7115,1,36,"Jan2018",2
9.43,"not",11.52,0.095,1,36,"Mar2018",3
19.42,"verified",8.99,0.1876,0,60,"Mar2018",2
10.91,"not",25.36,0.5457,0,60,"Mar2018",1
14.08,"source_only",17.54,0.0339,0,60,"Jan2018",2
9.92,"verified",10.92,0.2741,1,36,"Mar2018",1
9.92,"source_only",18.03,0.5743,0,36,"Mar2018",6
11.99,"not",3.07,0.4968,0,36,"Feb2018",1
9.44,"not",18.88,0.3106,0,36,"Feb2018",0
9.43,"not",5.5,0.0606,1,36,"Mar2018",5
7.35,"not",30.45,0.2504,0,36,"Jan2018",0
15.05,"source_only",17.43,0.7561,0,60,"Jan2018",0
11.99,"source_only",18.92,0.5081,0,60,"Feb2018",1
9.44,"source_only",16.13,0.5471,0,36,"Feb2018",4
9.92,"source_only",12.74,0.5062,0,36,"Mar2018",1
12.62,"source_only",22.84,0.1179,1,60,"Feb2018",2
14.08,"source_only",21.1,0.4383,0,36,"Jan2018",1
10.41,"source_only",25.53,0.1049,0,36,"Feb2018",2
24.84,"source_only",18.6,0.3925,0,60,"Mar2018",0
13.59,"not",28.86,0.5429,0,36,"Jan2018",1
17.09,"not",11.36,0.0297,0,36,"Feb2018",6
6.07,"not",10.47,0.1191,0,36,"Mar2018",0
9.43,"source_only",27.64,0.0901,0,36,"Mar2018",2
6.08,"source_only",19.44,0.2409,0,36,"Jan2018",1
7.97,"source_only",16.44,0.3963,0,36,"Feb2018",0
16.01,"source_only",25.01,1.053,0,60,"Mar2018",0
9.92,"source_only",7.07,0.6107,0,60,"Feb2018",0
15.04,"source_only",13.52,0.2332,0,60,"Mar2018",0
7.96,"source_only",11.36,0.0555,0,36,"Mar2018",1
15.05,"source_only",37.62,0.5674,1,36,"Feb2018",1
9.43,"source_only",22.57,0.5437,0,36,"Mar2018",0
20,"source_only",22.62,0.0677,0,60,"Jan2018",2
17.09,"verified",15.92,0,0,36,"Jan2018",1
14.07,"not",27.33,0.3561,0,60,"Mar2018",5
10.42,"not",12.86,0.1661,0,36,"Jan2018",1
12.62,"verified",20.29,0.1751,0,60,"Feb2018",1
15.04,"source_only",13.2,0.8787,0,36,"Mar2018",0
10.42,"source_only",30.12,0.8949,0,60,"Feb2018",1
18.45,"verified",19.57,0.5611,0,60,"Mar2018",2
22.91,"source_only",15.24,0.8837,0,36,"Jan2018",1
6.08,"not",21.97,0.2274,0,36,"Feb2018",0
16.01,"verified",71.91,0.3082,0,36,"Mar2018",6
7.35,"not",19.26,0.1705,0,60,"Jan2018",0
11.98,"source_only",11.24,0.1212,0,36,"Mar2018",2
7.34,"verified",16.74,0.0925,0,36,"Mar2018",5
16.02,"source_only",24.43,0.2227,1,36,"Feb2018",0
17.47,"source_only",22.26,0.822,0,60,"Mar2018",1
20,"verified",10.44,0.2914,0,60,"Feb2018",1
10.41,"verified",11.45,0.1902,0,36,"Mar2018",1
12.62,"verified",8.1,1.0856,0,36,"Feb2018",1
9.44,"not",17.41,0.2088,0,60,"Jan2018",1
10.9,"not",15.65,0.6776,0,36,"Mar2018",0
7.35,"not",12.31,0.0592,0,36,"Jan2018",3
5.32,"source_only",39.35,0.4102,0,36,"Feb2018",2
17.09,"not",13.14,0.5747,0,60,"Jan2018",8
5.31,"not",4.56,0.1313,0,36,"Mar2018",0
10.9,"not",21.01,0.2199,1,60,"Mar2018",1
9.92,"verified",5.48,0.0624,0,36,"Mar2018",4
6.71,"not",10.48,0.755,0,36,"Mar2018",0
9.43,"not",37.94,0.6281,0,36,"Feb2018",1
25.82,"verified",16.54,0.1194,1,60,"Feb2018",2
16.02,"verified",19.54,0.1147,0,60,"Jan2018",3
6.72,"not",3.66,0.3635,0,36,"Jan2018",0
10.9,"source_only",11.74,0.0952,0,36,"Mar2018",7
7.97,"not",11.06,0.1884,0,36,"Feb2018",1
13.59,"source_only",1.1,0.5715,0,36,"Feb2018",1
11.98,"source_only",20.43,0.263,0,36,"Mar2018",1
12.61,"verified",36.81,0.602,0,36,"Mar2018",0
7.97,"not",14.32,0.5626,0,36,"Jan2018",3
12.62,"verified",15.72,0.8886,1,60,"Feb2018",1
10.91,"not",13.56,0.6079,0,36,"Feb2018",0
12.62,"not",36.84,0.7462,1,36,"Jan2018",7
14.08,"source_only",11.82,0.1808,0,36,"Jan2018",1
6.08,"source_only",1.15,0.0307,0,36,"Jan2018",2
12.61,"not",17.33,0.1706,0,36,"Mar2018",4
20,"source_only",13.35,0.5115,0,60,"Feb2018",4
12.62,"source_only",5.19,0.8384,0,60,"Feb2018",0
7.34,"not",15.33,0.2172,0,60,"Mar2018",2
7.35,"verified",19.46,0.1212,1,36,"Feb2018",2
12.62,"not",27.33,0.5713,0,36,"Jan2018",4
22.9,"source_only",13.27,0.4359,0,60,"Mar2018",4
16.02,"not",37.55,0.3872,0,36,"Jan2018",1
15.05,"source_only",18.37,0.7261,0,36,"Jan2018",1
21.45,"verified",28.62,0.3089,0,60,"Feb2018",2
6.72,"source_only",23.94,0.3487,0,36,"Jan2018",0
9.93,"source_only",12.37,0.1377,0,60,"Jan2018",3
13.58,"verified",16.15,0.729,0,36,"Mar2018",8
11.98,"source_only",16.76,0.9685,0,36,"Mar2018",5
5.32,"source_only",26.89,0.2651,0,36,"Feb2018",0
10.9,"not",14.05,0.1245,1,60,"Mar2018",1
12.61,"source_only",6.35,0.5188,0,60,"Mar2018",9
18.06,"source_only",15.97,0.7738,0,60,"Jan2018",6
10.42,"verified",10.68,0.1145,0,60,"Feb2018",2
10.91,"verified",15.85,0.4803,0,36,"Jan2018",3
24.85,"verified",33.89,0.5731,0,36,"Feb2018",4
11.98,"source_only",8.34,0.5916,0,36,"Mar2018",0
11.99,"verified",25.04,0.326,1,60,"Jan2018",2
7.97,"source_only",14.8,0.8104,1,36,"Feb2018",2
19.42,"verified",28.77,0.263,0,60,"Mar2018",3
12.61,"source_only",9.95,0.1513,0,60,"Mar2018",0
19.03,"verified",24.45,0.8451,0,36,"Jan2018",1
6.72,"source_only",2.88,0.037,0,36,"Jan2018",1
20,"source_only",30.95,0.5802,0,60,"Jan2018",1
12.61,"source_only",18.83,0.1511,0,60,"Mar2018",1
15.05,"not",5.94,0.7861,0,36,"Feb2018",0
9.44,"not",7.27,0.2572,0,60,"Jan2018",0
10.42,"source_only",17.31,0.8385,1,36,"Feb2018",1
11.98,"source_only",34.16,0.5074,0,36,"Mar2018",2
10.42,"not",21.56,0.5231,0,36,"Jan2018",5
9.92,"source_only",14.05,0.1914,0,60,"Mar2018",1
9.92,"not",28.45,0.2119,0,36,"Mar2018",3
24.85,"source_only",42.93,0.7077,0,36,"Feb2018",1
12.62,"source_only",6.43,0.3545,0,36,"Jan2018",5
14.07,"source_only",4.12,0.3311,0,36,"Mar2018",2
18.45,"verified",10.65,0.0677,1,36,"Mar2018",2
16.01,"verified",49.9,0.3945,0,60,"Mar2018",0
6.07,"not",20.93,0.1593,0,36,"Mar2018",1
6.71,"not",14.91,0.5049,0,36,"Mar2018",0
13.59,"source_only",13.25,0.153,0,36,"Feb2018",1
7.34,"not",27.35,0.2478,0,36,"Mar2018",0
6.72,"not",3.94,0.293,2,36,"Feb2018",0
5.31,"source_only",7.73,0.0609,0,36,"Mar2018",1
9.44,"source_only",21.69,0.229,0,36,"Feb2018",3
10.91,"source_only",23.19,0.2367,0,36,"Jan2018",0
10.41,"verified",13.89,0.1658,0,36,"Mar2018",4
11.99,"source_only",2.01,0.038,1,60,"Jan2018",1
9.93,"not",33.02,0.3579,1,36,"Mar2018",9
14.08,"source_only",8.4,0.836,0,36,"Feb2018",5
9.93,"verified",17.43,0.4936,0,36,"Feb2018",0
16.02,"verified",17.43,0.1666,0,60,"Feb2018",1
20.39,"source_only",33.3,0.2901,0,36,"Mar2018",0
30.65,"source_only",35.95,0.4182,0,60,"Jan2018",1
11.99,"not",13.63,0.608,0,36,"Jan2018",4
7.35,"source_only",8.52,0.0738,0,36,"Jan2018",1
26.3,"verified",30.16,0.85,0,60,"Feb2018",8
21.45,"not",37.65,0.3497,0,60,"Jan2018",5
13.59,"source_only",14.74,0.0998,0,60,"Feb2018",3
18.45,"not",37.19,0.9042,0,36,"Mar2018",0
11.99,"source_only",34.22,0.7719,0,36,"Feb2018",1
12.61,"source_only",17.11,0.1842,0,60,"Mar2018",6
10.41,"not",15.84,0.4436,0,36,"Mar2018",1
25.82,"verified",31.16,0.9921,0,36,"Feb2018",0
15.05,"verified",19.61,0.7163,1,60,"Jan2018",7
9.43,"not",33,1.1304,0,36,"Mar2018",3
12.62,"source_only",16.59,0.1252,0,36,"Feb2018",1
21.45,"source_only",14.33,0.3195,0,36,"Jan2018",2
11.99,"source_only",12.25,0.4652,0,36,"Jan2018",1
16.02,"source_only",20.6,0.2841,0,60,"Jan2018",9
20.39,"verified",26.22,0.6369,0,60,"Mar2018",0
19.42,"source_only",19.55,0.1795,0,60,"Mar2018",7
9.44,"source_only",25.99,0.1753,0,60,"Jan2018",0
15.05,"source_only",8.6,0.7721,0,36,"Feb2018",4
10.9,"not",24.65,0.5447,0,36,"Mar2018",0
7.35,"not",21.04,0.2036,0,36,"Jan2018",0
24.84,"not",29.53,0.7891,0,60,"Mar2018",2
7.35,"not",26.19,0.0853,0,36,"Jan2018",0
14.07,"verified",31.22,0.2626,0,60,"Mar2018",1
11.99,"source_only",24.13,0.491,0,36,"Feb2018",1
11.99,"not",11.3,0.0963,0,60,"Jan2018",2
7.97,"not",12.87,0.491,0,36,"Feb2018",1
28.72,"not",21.23,0.4523,0,60,"Mar2018",0
5.32,"source_only",12.36,0.1993,0,36,"Mar2018",1
9.43,"source_only",7.32,0.0832,0,36,"Mar2018",1
10.41,"source_only",1.58,0.6577,0,36,"Mar2018",1
12.61,"source_only",20.24,0.138,0,36,"Mar2018",0
7.34,"source_only",15.15,0.0935,0,36,"Feb2018",0
9.93,"not",35.55,0.5347,0,60,"Feb2018",1
26.77,"source_only",26.33,0.7841,0,60,"Mar2018",0
10.9,"source_only",17.08,0.6173,0,60,"Mar2018",3
24.85,"verified",36.08,0.6555,0,60,"Feb2018",1
20,"source_only",6.74,0.5281,1,36,"Feb2018",4
18.06,"not",13.42,0.4528,0,36,"Feb2018",0
12.61,"not",29.79,0.5948,0,36,"Feb2018",0
18.45,"not",31.04,0.7238,0,60,"Mar2018",8
14.08,"verified",148.04,0.3785,0,60,"Feb2018",1
13.59,"not",15.66,0.798,1,36,"Feb2018",1
10.42,"verified",24.39,0.2847,0,36,"Feb2018",3
10.42,"not",15.27,0.1121,0,36,"Feb2018",4
9.92,"source_only",9.1,0.6263,0,36,"Mar2018",1
11.98,"source_only",7.96,0.1132,0,36,"Mar2018",1
6.71,"source_only",17.88,0.0502,0,36,"Mar2018",0
9.43,"source_only",17.86,0.2385,0,60,"Feb2018",0
25.82,"not",13.97,0.0698,0,60,"Feb2018",3
13.59,"verified",19.22,0.6091,0,36,"Jan2018",0
15.05,"not",35.3,0.5042,0,36,"Feb2018",13
13.59,"not",16.6,0.6258,0,36,"Jan2018",1
5.32,"not",9.16,0.423,0,36,"Jan2018",1
24.84,"source_only",21.05,0.526,0,36,"Mar2018",3
12.62,"source_only",13.56,0.097,1,60,"Jan2018",3
12.62,"verified",24.2,0.0715,0,36,"Jan2018",0
24.84,"source_only",31.58,0.4509,0,60,"Mar2018",4
6.07,"not",27.88,0.3781,0,36,"Mar2018",2
17.47,"verified",21.97,0.5912,1,60,"Mar2018",1
17.47,"verified",9.83,0.2356,0,60,"Mar2018",5
16.02,"not",21.71,0.4597,0,60,"Jan2018",7
7.34,"verified",8.65,0.0694,0,36,"Mar2018",0
12.62,"not",28.24,0.4478,0,60,"Feb2018",0
10.9,"verified",19.43,0.6511,1,36,"Mar2018",1
7.35,"verified",27.85,0.3084,0,36,"Feb2018",0
13.59,"not",8.81,0.058,0,36,"Jan2018",2
6.08,"not",4.83,0.0688,0,36,"Jan2018",0
5.32,"not",25.9,0.4863,0,36,"Jan2018",1
18.06,"source_only",11.66,0.5638,1,60,"Feb2018",1
9.93,"not",4.95,0.2238,0,36,"Jan2018",5
20.39,"not",19.27,0.8197,0,36,"Mar2018",0
17.47,"verified",12.72,0.2631,0,36,"Mar2018",2
9.44,"not",12.77,0.1113,1,60,"Jan2018",1
11.98,"source_only",21.05,0.7175,0,36,"Mar2018",1
12.62,"source_only",21.7,0.4257,0,36,"Jan2018",1
9.92,"not",16.92,0.5073,0,60,"Mar2018",1
10.42,"not",19.1,0.2275,0,60,"Feb2018",2
11.99,"verified",5.57,0.0508,0,60,"Jan2018",2
10.42,"not",5.76,0.3364,1,36,"Jan2018",0
14.08,"not",27.3,0.5302,0,36,"Jan2018",1
10.41,"not",3.02,0.0147,0,36,"Mar2018",4
12.61,"not",17.37,0.5437,0,36,"Mar2018",1
12.61,"source_only",19.65,0.234,0,60,"Mar2018",0
21.45,"verified",25.22,0.3483,1,60,"Feb2018",1
13.58,"not",29.94,0.8053,0,36,"Feb2018",0
12.61,"verified",17.65,0.0933,1,36,"Mar2018",10
19.42,"not",34.89,0.2796,0,60,"Mar2018",1
14.08,"not",23.68,0.7317,0,36,"Feb2018",7
10.42,"source_only",21.52,0.3382,0,60,"Jan2018",3
16.01,"not",8.87,0.088,0,36,"Mar2018",5
18.06,"source_only",19.65,0.6144,0,60,"Jan2018",2
15.05,"source_only",23.29,0.4266,0,60,"Jan2018",0
9.43,"not",3.33,0.7959,0,36,"Mar2018",1
10.42,"source_only",23.43,0.2411,0,60,"Feb2018",4
14.08,"source_only",15.88,0.1447,0,36,"Jan2018",0
10.91,"source_only",22.1,0.5816,0,36,"Feb2018",1
18.45,"source_only",13.32,0.8432,0,60,"Mar2018",3
10.41,"source_only",20.35,0.4997,0,60,"Mar2018",0
10.91,"verified",31.29,0.8037,0,36,"Feb2018",1
9.92,"not",25.77,0.5494,0,36,"Feb2018",3
7.34,"not",33.85,0.3564,0,36,"Feb2018",1
30.17,"verified",11.93,0.4026,0,60,"Mar2018",4
19.03,"source_only",35.74,0.3935,1,60,"Feb2018",11
7.97,"source_only",19.07,0.7483,0,36,"Jan2018",4
12.62,"source_only",14.53,0.6549,0,36,"Feb2018",0
9.93,"not",27.37,0.7659,1,36,"Jan2018",2
5.31,"not",15.99,0.2178,0,36,"Mar2018",0
10.42,"source_only",24.2,0.5181,0,36,"Jan2018",1
10.91,"not",3.68,1.0015,0,36,"Feb2018",3
10.42,"source_only",16.68,0.624,1,36,"Feb2018",4
10.91,"source_only",18.81,0.2655,0,36,"Jan2018",1
12.62,"source_only",8.15,0.0811,0,60,"Feb2018",0
9.92,"source_only",30.47,0.1919,0,36,"Mar2018",0
9.92,"verified",6.22,0.0207,0,36,"Mar2018",0
20,"verified",39.99,0.7399,1,36,"Feb2018",2
19.42,"verified",23.52,0.5004,0,36,"Mar2018",1
6.71,"not",4.58,0.566,0,36,"Mar2018",0
14.07,"source_only",16.5,0.1506,1,60,"Mar2018",3
14.08,"not",15.14,0.2916,0,36,"Jan2018",0
6.72,"not",15.47,0.1511,0,36,"Feb2018",4
6.08,"source_only",5.06,0.0631,0,36,"Jan2018",2
11.98,"verified",13.64,0.8628,0,36,"Mar2018",2
25.82,"verified",14.27,0.0841,0,60,"Feb2018",5
19.03,"verified",19.01,0.1821,0,36,"Jan2018",1
6.71,"not",22.8,0.4072,1,36,"Mar2018",0
16.02,"not",22.09,0.5958,0,60,"Feb2018",4
9.44,"not",15.27,0.4268,0,36,"Jan2018",1
14.07,"not",1.95,0.4674,0,36,"Mar2018",3
18.45,"not",13.84,0.6339,0,36,"Mar2018",0
9.93,"source_only",12.74,0.5725,0,36,"Feb2018",1
17.09,"verified",23.04,0.253,0,60,"Jan2018",2
11.98,"not",20.13,0.5805,0,36,"Mar2018",3
7.97,"source_only",5.14,0.1276,0,36,"Feb2018",0
10.9,"verified",18.76,0.181,0,60,"Mar2018",1
16.01,"source_only",17.12,0.155,1,36,"Feb2018",9
15.04,"verified",19.1,0.4303,0,36,"Mar2018",10
20,"source_only",17.63,1.05,0,60,"Jan2018",2
14.07,"source_only",30.37,1.1426,0,36,"Mar2018",0
10.91,"not",17.6,0.5637,0,36,"Feb2018",0
10.41,"not",19.36,0.1358,0,36,"Mar2018",0
10.9,"source_only",32.06,0.2314,0,60,"Mar2018",0
6.71,"source_only",0.66,0.6858,0,36,"Feb2018",0
11.99,"source_only",46.77,0.3573,0,36,"Jan2018",5
16.01,"not",29.62,0.628,0,60,"Feb2018",0
10.9,"not",14.21,0.1554,0,36,"Mar2018",2
13.59,"not",61.28,0.3182,0,60,"Jan2018",0
13.58,"not",29.2,0.2858,0,36,"Mar2018",0
15.05,"source_only",9.03,0.7835,0,36,"Jan2018",1
7.34,"not",3.87,0.0333,0,36,"Mar2018",0
9.93,"source_only",7.27,0.1453,0,36,"Feb2018",2
15.05,"not",13.99,0.2118,0,36,"Feb2018",2
6.72,"source_only",18.75,0.137,0,36,"Jan2018",3
7.35,"not",10.36,0.1942,0,60,"Feb2018",2
13.59,"source_only",31.32,0.2874,0,36,"Jan2018",1
12.62,"verified",5.93,0.4584,0,60,"Feb2018",1
17.09,"source_only",26.5,0.2157,0,36,"Jan2018",6
10.42,"source_only",11.29,0.8016,0,36,"Jan2018",1
21.85,"verified",23.75,0.734,0,60,"Mar2018",1
18.45,"verified",12.9,0.1133,1,60,"Mar2018",2
14.08,"source_only",0.97,0.0136,0,60,"Jan2018",5
5.32,"source_only",2.09,0.2287,0,36,"Jan2018",0
12.62,"verified",31.37,0.613,0,36,"Feb2018",0
17.47,"not",24.82,0.7245,0,36,"Mar2018",1
19.42,"source_only",48.56,0.5374,1,36,"Mar2018",4
16.01,"verified",21.36,0.2675,0,60,"Mar2018",1
11.98,"verified",1.77,0.3069,0,36,"Mar2018",1
6.72,"source_only",20.19,0.509,0,36,"Jan2018",1
9.43,"source_only",11.88,0.45,0,60,"Mar2018",0
13.59,"source_only",11.3,0.5523,0,36,"Feb2018",1
6.72,"source_only",11.21,0.549,0,36,"Feb2018",2
9.44,"not",22.82,0.5589,1,36,"Feb2018",1
11.98,"verified",18.44,0.4955,0,36,"Mar2018",2
11.99,"source_only",24.56,0.7365,0,36,"Feb2018",0
7.35,"source_only",17.15,0.092,0,36,"Jan2018",5
13.59,"source_only",31.12,0.4679,0,60,"Mar2018",0
7.96,"source_only",8.6,0.0782,0,36,"Mar2018",5
20.39,"source_only",17.19,1.0234,0,36,"Mar2018",5
13.58,"source_only",5.3,0.4161,0,60,"Mar2018",5
6.72,"not",18,0.4587,2,36,"Feb2018",1
20,"not",22.63,0.2968,1,36,"Feb2018",10
9.92,"not",6.56,0.511,1,36,"Mar2018",0
16.02,"not",24.01,0.6106,0,36,"Feb2018",2
18.06,"verified",26.31,0.3363,0,60,"Feb2018",2
17.47,"verified",21.04,0.1321,0,60,"Mar2018",11
16.01,"verified",36.24,0.1113,0,36,"Mar2018",1
13.59,"source_only",13.51,0.1725,0,36,"Jan2018",2
9.43,"not",8.68,0.1719,0,36,"Mar2018",3
5.31,"not",3.42,0.3482,0,36,"Feb2018",0
21.45,"source_only",25.76,0.4766,0,60,"Jan2018",0
5.32,"source_only",6.32,0.0655,0,36,"Jan2018",2
17.47,"verified",55.44,0.1892,0,60,"Mar2018",1
12.62,"verified",5.73,0.661,0,36,"Jan2018",11
18.45,"verified",23.63,0.3608,0,36,"Mar2018",1
20,"source_only",34.7,0.2494,0,60,"Jan2018",7
6.08,"not",0.64,0.0526,0,36,"Feb2018",2
9.93,"verified",42.76,0.6643,0,36,"Feb2018",2
7.35,"source_only",6.67,0.0577,0,60,"Feb2018",2
9.92,"source_only",27.11,0.6972,0,36,"Mar2018",0
16.01,"source_only",8.37,0.4993,1,60,"Feb2018",10
15.05,"verified",16.75,0.7055,0,36,"Jan2018",0
14.08,"verified",8.75,0.0072,0,60,"Jan2018",0
13.58,"not",25.47,1.0355,0,36,"Mar2018",1
10.9,"not",5.49,0.3528,1,36,"Mar2018",1
6.72,"verified",12.35,0.0457,0,36,"Feb2018",0
9.93,"source_only",6.9,0.1667,0,60,"Jan2018",4
12.61,"source_only",8.16,0.0395,0,36,"Mar2018",3
18.45,"source_only",182.35,0.7699,0,36,"Mar2018",2
7.97,"not",13.26,0.5583,0,36,"Jan2018",0
20,"source_only",35.92,0.7775,0,36,"Jan2018",5
26.77,"source_only",18.3,0.7878,0,60,"Mar2018",1
6.72,"not",29.84,0.2853,0,36,"Jan2018",1
14.08,"source_only",14.19,0.448,0,36,"Jan2018",1
9.44,"verified",10.37,0.0875,0,36,"Jan2018",2
16.02,"not",22.51,0.1829,0,36,"Jan2018",1
13.59,"not",16.17,0.3288,0,36,"Jan2018",1
10.9,"verified",19.83,0.383,1,36,"Mar2018",3
19.03,"verified",29.42,0.4617,0,36,"Jan2018",4
10.91,"source_only",35.5,0.2015,0,36,"Jan2018",1
12.62,"verified",11.99,0.1247,0,36,"Jan2018",5
16.01,"verified",24.93,0.1496,0,60,"Mar2018",1
11.99,"not",35.9,0.5127,0,36,"Jan2018",0
12.62,"source_only",16.25,0.1723,0,60,"Jan2018",0
7.96,"source_only",9.51,0.4226,0,36,"Mar2018",1
12.62,"source_only",22.67,0.2314,0,60,"Feb2018",1
9.43,"not",23.5,0.454,0,60,"Mar2018",0
7.34,"source_only",4.91,0.0523,0,36,"Mar2018",8
9.93,"not",4.87,0.012,0,36,"Jan2018",0
12.62,"source_only",3.37,0.038,0,60,"Jan2018",0
11.98,"source_only",23.94,0.0892,0,60,"Feb2018",3
11.98,"source_only",13.65,0.7238,1,60,"Mar2018",0
20,"verified",30.55,0.1341,0,36,"Feb2018",2
9.93,"verified",41.54,0.7624,0,60,"Jan2018",14
7.97,"not",12.37,0.6977,0,36,"Feb2018",0
15.04,"source_only",8.53,0.0619,1,60,"Mar2018",5
6.07,"source_only",15.08,0.1004,0,36,"Feb2018",5
24.85,"source_only",23.18,0.2372,0,60,"Jan2018",5
10.9,"not",20.76,0.3353,0,36,"Mar2018",0
6.08,"source_only",12.83,0.0518,0,36,"Jan2018",5
11.98,"source_only",13.03,0.8215,0,36,"Mar2018",11
16.02,"not",13.23,0.0717,0,36,"Jan2018",2
14.07,"verified",12.28,0.1214,0,60,"Mar2018",2
7.35,"verified",6,0.0187,0,36,"Feb2018",0
10.42,"not",23.05,0.577,0,36,"Feb2018",10
20.39,"verified",10.55,0.6654,0,60,"Mar2018",1
9.44,"source_only",12.26,0.1335,0,36,"Feb2018",0
12.62,"not",5.43,0.587,0,36,"Jan2018",0
5.31,"not",28.84,0.5645,0,36,"Mar2018",0
13.59,"source_only",20.25,0.2991,0,60,"Jan2018",3
14.08,"source_only",38.08,0.0866,0,60,"Feb2018",0
